LIST,EXP ORDER,ID,CONDITION,VERB TYPE,BEFORE/AFTER,AUDIO FILE NAME,ITEM
WHILEList2,61,filler_q_21,FILLER,N/A,N/A,filler_q_21.wav,Who was she going to invite him if he apologized to?
WHILEList2,62,while_watched_D,DECL_WHILE,N/A,N/A,while_watched_D.wav,The librarian watched movies while remembering the books.
WHILEList2,63,filler_d_32,FILLER,N/A,N/A,filler_d_32.wav,The manager we all saw wasn't there today.
WHILEList2,64,filler_q_13,FILLER,N/A,N/A,filler_q_13.wav,What did Seth bake a cake and sell?
WHILEList2,65,filler_d_29,FILLER,N/A,N/A,filler_d_29.wav,The worker wondered whether the customer had heard what she said.
WHILEList2,66,while_run_Q,Q_WHILE,N/A,N/A,while_run_Q.wav,Who did the coach run practice while timing?
WHILEList2,67,filler_q_16,FILLER,N/A,N/A,filler_q_16.wav,What did the students eat sandwiches after watching?
WHILEList2,68,while_revised_D,DECL_WHILE,N/A,N/A,while_revised_D.wav,The teacher revised the slides while giving a lecture.
WHILEList2,69,filler_q_47,FILLER,N/A,N/A,filler_q_47.wav,Who took over a company before the employee could drove?
WHILEList2,70,filler_q_24,FILLER,N/A,N/A,filler_q_24.wav,Who did Zach invite his friends before studying for the test?
WHILEList2,71,while_switched_D,DECL_WHILE,N/A,N/A,while_switched_D.wav,The employee switched jobs while upsetting the CEO.
WHILEList2,72,filler_d_3,FILLER,N/A,N/A,filler_d_3.wav,The entertainer forced that the show would close.
WHILEList2,73,while_open_Q,Q_WHILE,N/A,N/A,while_open_Q.wav,What did the teenager open YouTube while attending?
WHILEList2,74,filler_q_39,FILLER,N/A,N/A,filler_q_39.wav,Who wants to eat breakfast together tomorrow morning?
WHILEList2,75,while_conducted_D,DECL_WHILE,N/A,N/A,while_conducted_D.wav,The politician conducted polls while having a plan.
WHILEList2,76,filler_q_14,FILLER,N/A,N/A,filler_q_14.wav,What did she wonder whether the bottle would crack?
WHILEList2,77,while_request_Q,Q_WHILE,N/A,N/A,while_request_Q.wav,What did the doctor request tests while diagnosing?
WHILEList2,78,filler_d_5,FILLER,N/A,N/A,filler_d_5.wav,The band marched the stairs up in a hurry.
WHILEList2,79,filler_q_45,FILLER,N/A,N/A,filler_q_45.wav,What did the woman who she thought went to the park say?
